17-Oct-08,12.88,13.5,12.68,12.9,38396500
20-Oct-08,13.03,13.03,12.33,12.86,23914700
21-Oct-08,12.62,12.74,12.04,12.07,24958100
22-Oct-08,12.36,12.84,12.35,12.39,33770300
23-Oct-08,12.15,12.7,11.55,12.65,27118500
24-Oct-08,11.31,12.33,11.31,12.1,26208800
27-Oct-08,11.82,12.19,11.5,11.58,16149300
28-Oct-08,11.89,12.4,11.25,12.36,22205300
29-Oct-08,12.2,12.61,11.92,12.14,21185700
30-Oct-08,12.53,13.18,12.25,12.93,25968200
31-Oct-08,13.09,13.36,12.71,12.82,23451500
3-Nov-08,12.74,12.89,12.55,12.75,9958700
4-Nov-08,13.05,13.49,12.84,13.35,24456900
5-Nov-08,13.21,14.84,13.15,13.92,70132400
6-Nov-08,14.84,14.89,13.75,13.96,41295900
7-Nov-08,12.45,12.5,11.65,12.2,45406800
10-Nov-08,12.37,12.4,11.57,11.87,16798879
11-Nov-08,11.56,11.67,11.06,11.35,33299442
12-Nov-08,11.01,11.34,10.02,10.34,29046620
13-Nov-08,10.32,11.17,9.76,11.15,25228350
14-Nov-08,10.84,11.5,10.63,10.82,19072373
17-Nov-08,10.5,10.94,10.32,10.63,14625723
18-Nov-08,11.93,12.4,11,11.55,51686506
19-Nov-08,11.54,11.58,9.07,9.14,57696967
20-Nov-08,9.1,10.01,8.94,8.95,37316961
21-Nov-08,9.28,9.48,8.95,9.39,29909652
24-Nov-08,9.56,10.27,9.42,10.21,22460258
25-Nov-08,10.12,10.2,9.83,10.07,17614807
26-Nov-08,9.93,10.58,9.92,10.58,13654705
27-Nov-08,10.58,10.58,10.58,10.58,0
28-Nov-08,10.76,11.59,10.65,11.51,12453526
1-Dec-08,11.82,11.98,10.73,10.74,26257579
2-Dec-08,10.81,12.5,10.5,11.5,46296302
3-Dec-08,11.12,11.5,10.74,11.5,24107924
4-Dec-08,11.38,11.48,10.7,11.05,18458289
5-Dec-08,10.96,11.7,10.62,11.66,20902155
8-Dec-08,12.17,12.49,11.79,12.2,33785147
9-Dec-08,11.9,12.54,11.77,12.19,28998182
10-Dec-08,12.67,13.57,12.35,13.4,48058085
11-Dec-08,13.16,13.36,12.57,12.73,27253771
12-Dec-08,12.31,13.23,12.15,13.15,25069562
15-Dec-08,13.1,13.29,12.55,12.73,20132017
16-Dec-08,12.88,13.48,12.88,13.36,18551653
17-Dec-08,13,13.43,12.83,13.11,12782927
18-Dec-08,13.13,13.27,12.7,12.72,15012415
19-Dec-08,12.92,13.32,12.72,13.03,17818719
22-Dec-08,13.03,13.08,12,12.35,12958323
23-Dec-08,12.47,12.65,12.25,12.42,7706839
24-Dec-08,12.41,12.48,12.29,12.32,2507850
25-Dec-08,12.32,12.32,12.32,12.32,0
26-Dec-08,12.3,12.38,12.18,12.34,3908236
29-Dec-08,12.46,12.46,11.45,11.88,10472129
30-Dec-08,11.91,12,11.72,11.97,7488864
31-Dec-08,11.95,12.3,11.92,12.2,9090875
1-Jan-09,12.2,12.2,12.2,12.2,0
2-Jan-09,12.17,12.85,12.12,12.85,10213787
5-Jan-09,12.72,13.01,12.39,12.86,12029058
6-Jan-09,12.96,13.24,12.88,13,10173926
7-Jan-09,12.71,13.16,12.45,12.71,25302285
8-Jan-09,12.37,13.07,12.31,13.07,14348008
9-Jan-09,13.42,13.56,12.9,13.13,19317389
12-Jan-09,13.09,13.1,12.08,12.22,19982579
13-Jan-09,12.09,12.79,11.78,12.1,25769365
14-Jan-09,12.26,12.53,11.81,12.41,24936727
15-Jan-09,12.32,12.35,11.22,11.61,26150129
16-Jan-09,11.87,11.97,11.44,11.59,24812398
20-Jan-09,11.72,11.8,11.01,11.01,18700653
21-Jan-09,11.17,11.59,11.08,11.59,15917576
22-Jan-09,11.35,11.51,10.9,11.28,17199517
23-Jan-09,10.9,11.55,10.86,11.32,15863989
26-Jan-09,11.26,11.28,10.81,11.17,16699773
27-Jan-09,11.2,11.37,10.85,11.34,33902972
28-Jan-09,12.23,12.38,11.92,12.24,37038661
29-Jan-09,12.02,12.24,11.73,11.74,24796263
30-Jan-09,11.86,12.15,11.51,11.73,21517068
2-Feb-09,11.5,12.32,11.49,12.15,21231852
3-Feb-09,12.3,12.71,12.01,12.68,18673128
4-Feb-09,12.67,13.23,12.55,13,22932775
5-Feb-09,12.93,13.52,12.85,13.51,17574570
6-Feb-09,13.41,13.84,13.2,13.63,17594185
9-Feb-09,13.59,14,13.47,13.9,15686194
10-Feb-09,13.54,13.9,12.72,12.75,24157045
11-Feb-09,12.87,12.91,12.38,12.63,13729006
12-Feb-09,12.5,12.66,12.14,12.66,15452612
13-Feb-09,12.67,12.99,12.59,12.84,11134047
17-Feb-09,12.31,12.58,12.01,12.02,15709768
18-Feb-09,12.12,12.53,12.07,12.22,12434257
19-Feb-09,12.35,12.59,11.93,11.98,12538054
20-Feb-09,11.9,12.27,11.75,12.14,16468507
23-Feb-09,12.2,12.35,11.83,11.97,16518466
24-Feb-09,12.57,12.86,12.27,12.75,22528906
25-Feb-09,12.45,12.79,12.3,12.48,16197381
26-Feb-09,12.88,13.39,12.74,12.98,26573957
27-Feb-09,12.66,13.33,12.61,13.23,20397659
2-Mar-09,12.85,12.97,12.47,12.58,20932695
3-Mar-09,12.79,12.87,12.31,12.5,16509694
4-Mar-09,12.72,13.49,12.51,13.16,24083874
5-Mar-09,12.77,13.07,12.48,12.53,18477409
6-Mar-09,12.6,13.18,12.52,13.05,30997807
9-Mar-09,12.85,13.45,12.55,12.66,23125091
10-Mar-09,12.81,13.4,12.75,13.23,22733789
11-Mar-09,13.31,13.5,13.03,13.39,17512327
12-Mar-09,13.35,13.6,13.1,13.6,16684508
13-Mar-09,13.58,13.64,13.27,13.51,12524502
16-Mar-09,13.66,13.66,13.2,13.22,19452380
17-Mar-09,13.35,14.04,13.22,13.99,17553386
18-Mar-09,13.81,13.95,13.23,13.42,26331039
19-Mar-09,13.68,14.14,13.6,13.74,25959109
20-Mar-09,13.63,13.87,13.51,13.6,22081704
23-Mar-09,13.79,14.12,13.62,14.09,18202651
24-Mar-09,13.98,14.02,13.56,13.61,17439714
25-Mar-09,13.69,13.88,13.35,13.55,16758515
26-Mar-09,13.55,13.61,13,13.35,24230289
27-Mar-09,13.17,13.61,13.12,13.18,22430236
30-Mar-09,12.92,13.14,12.51,12.7,16561739
31-Mar-09,12.76,13.1,12.67,12.81,12065933
1-Apr-09,12.7,13.12,12.6,12.75,14542683
2-Apr-09,13.04,13.14,12.8,12.95,28823034
3-Apr-09,12.95,13.39,12.78,13.34,17821128
6-Apr-09,13.08,13.24,12.99,13.23,11935651
7-Apr-09,13,13.1,12.68,12.81,12306396
8-Apr-09,12.9,13.01,12.75,12.92,11245081
9-Apr-09,13.14,13.59,13.07,13.47,17286715
10-Apr-09,13.47,13.47,13.47,13.47,0
13-Apr-09,14.02,14.54,13.86,14.42,35076505
14-Apr-09,14.4,14.42,14,14.07,15160649
15-Apr-09,13.93,14.09,13.77,14.02,12385282
16-Apr-09,14.15,14.53,14.05,14.43,19156404
17-Apr-09,14.43,14.52,14.03,14.39,19804602
20-Apr-09,14.16,14.25,13.6,13.66,13477019
21-Apr-09,13.94,14.59,13.71,14.38,54237647
22-Apr-09,14.62,15.39,14.41,14.48,65407723
23-Apr-09,14.56,14.74,14.11,14.55,32943107
24-Apr-09,14.79,14.94,14.36,14.73,25802914
27-Apr-09,14.48,14.55,13.88,13.89,22640555
28-Apr-09,13.74,14.05,13.6,13.64,18861105
29-Apr-09,13.7,14.35,13.7,14.02,16570838
30-Apr-09,14.12,14.6,14.12,14.29,25883251
1-May-09,14.5,14.5,13.91,14.14,23724750
4-May-09,14.2,14.25,13.96,14.18,25094513
5-May-09,14.55,14.99,14.18,14.74,35239690
6-May-09,14.8,15,14.52,14.85,19105745
7-May-09,15.03,15.1,14.38,14.8,24328416
8-May-09,14.88,15.3,14.7,15.15,22464694
11-May-09,14.9,15.83,14.81,15.54,39492329
12-May-09,15.5,15.5,14.9,15.1,31403299
13-May-09,14.92,14.95,14.5,14.52,23585317
14-May-09,14.5,14.86,14.4,14.76,20841712
15-May-09,15,15.1,14.86,14.91,22525850
18-May-09,15.1,15.18,14.74,15.17,18629457
19-May-09,15.06,15.34,15.02,15.18,13675966
20-May-09,15.08,15.31,14.8,14.96,15787480
21-May-09,14.92,15.12,14.62,14.87,15189453
